,headline,anger,disgust,fear,joy,neutral,sadness,surprise
13,Why It’s Necessary To Relax Into A Stretch,0.009382862597703934,0.01780168153345585,0.01702817901968956,0.23082634806632996,0.654535174369812,0.054588545113801956,0.01583721488714218
14,"Brexit Encourages UK to Trade With Non-EU States, Including Russia",0.041105762124061584,0.14756643772125244,0.2503911256790161,0.015550239942967892,0.4671483337879181,0.07071684300899506,0.007521291263401508
15,"2016 interview with Socrates: Another day of Life in the Empire! Are we near an endgame, or fools to ever ‘hope for change’? (6 of ?)",0.02155572548508644,0.01120381522923708,0.022533273324370384,0.025166915729641914,0.7546977996826172,0.008885188028216362,0.15595725178718567
16,Mike Pence Drapes Shawl Over Immodest Lady Justice Statue - The Onion - America's Finest News Source,0.024869538843631744,0.2889949679374695,0.011032389476895332,0.11442704498767853,0.4752771854400635,0.03237353637814522,0.0530252605676651
17,First Ever Hindu Woman Elected into Congress,0.035745877772569656,0.15566913783550262,0.14989832043647766,0.19034118950366974,0.31974130868911743,0.015718471258878708,0.13288567960262299
18,Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!,0.22528359293937683,0.6417202949523926,0.008869651705026627,0.027630502358078957,0.05379079282283783,0.017007969319820404,0.025697192177176476
19,Ex-Assistant FBI Director: Clintons Are a Crime Family,0.3049517273902893,0.12369479238986969,0.38577747344970703,0.0020515371579676867,0.09429720044136047,0.08028057217597961,0.008946694433689117
20,Hillary Wants Aggressively Interventionist Foreign Policy,0.5079989433288574,0.12037887424230576,0.07229763269424438,0.003562539117410779,0.2710813879966736,0.01674506813287735,0.007935605943202972
21,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,0.02231956273317337,0.005353083834052086,0.015314508229494095,0.06941830366849899,0.39549893140792847,0.013593282550573349,0.4785022735595703
22,Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists,0.4656227231025696,0.32682374119758606,0.09639991819858551,0.004970790818333626,0.08698903024196625,0.017475353553891182,0.0017184786265715957
23,220 ‘Significant’ Pipeline Spills Already This Year Exposes Troubling Safety Record,0.03450118750333786,0.051444318145513535,0.7088398337364197,0.002107710111886263,0.12468579411506653,0.06317819654941559,0.015242988243699074
24,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,0.02797195315361023,0.0047474149614572525,0.1340307742357254,0.0030703735537827015,0.012715418823063374,0.003612007712945342,0.8138520121574402
25,Pieczenik “Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House” – TruthFeed,0.10966138541698456,0.009979956783354282,0.6514464616775513,0.00720527907833457,0.18967750668525696,0.008425319567322731,0.02360409125685692
26,"3 Effects of Substance Abuse on Individual, Family and Community",0.03722360357642174,0.3613053560256958,0.06888646632432938,0.0038849005941301584,0.2399696558713913,0.27716606855392456,0.011563930660486221
27,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,0.032991621643304825,0.009078240022063255,0.001942313276231289,0.1849256008863449,0.6863754391670227,0.009782915003597736,0.0749039500951767
28,New Comment Features have been Added,0.006652838084846735,0.002985654165968299,0.0011866437271237373,0.026931818574666977,0.899542510509491,0.005850194487720728,0.056850459426641464
29,Ying and Yang (the Gold and Silver Set-Up),0.007011733949184418,0.0028415401466190815,0.001439281040802598,0.06668372452259064,0.8392839431762695,0.007757796440273523,0.0749819353222847
30,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,0.7941297888755798,0.07472377270460129,0.03828441724181175,0.0011437555076554418,0.054729051887989044,0.034983761608600616,0.0020054650958627462
31,Detroit women’s Halloween decorations depict ‘real-life horrors’ … such as shootings police by police,0.006355989724397659,0.024157699197530746,0.9127120971679688,0.0013607586733996868,0.024989699944853783,0.021432295441627502,0.008991480804979801
32,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,0.040974292904138565,0.01657687872648239,0.0326535627245903,0.006339700892567635,0.7357625961303711,0.02704746462404728,0.14064542949199677
33,Is google and YouTube in the Hillary's purse?,0.013552483171224594,0.015309623442590237,0.008802448399364948,0.0013353460235521197,0.715187132358551,0.015072106383740902,0.23074086010456085
34,Truth Will Out Radio: The Laconia Incident,0.017914460971951485,0.006855639163404703,0.10097210109233856,0.012174169532954693,0.5543835163116455,0.10735226422548294,0.20034776628017426
35,Should I Get Botox?,0.026256870478391647,0.021472299471497536,0.3935978412628174,0.0028332474175840616,0.08985941857099533,0.4381738007068634,0.027806539088487625
36,Lavrov and Kerry discuss Syrian settlement,0.05237729474902153,0.04311467334628105,0.06470556557178497,0.08801528066396713,0.605320930480957,0.1314069777727127,0.015059285797178745
37,BREAKING : DOJ Says They Will “HELP” Review the 650K Emails – TruthFeed,0.09208967536687851,0.019904229789972305,0.05034580081701279,0.004367903806269169,0.7534009218215942,0.039621930569410324,0.040269508957862854
38,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,0.009447510354220867,0.005142293404787779,0.040053561329841614,0.10644720494747162,0.7664260864257812,0.026400074362754822,0.046083297580480576
39,Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book,0.004887461196631193,0.0037783097941428423,0.05370934680104256,0.029744952917099,0.8065823316574097,0.010743322782218456,0.09055417776107788
40,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],0.5447617769241333,0.12139780819416046,0.12098300457000732,0.003825942287221551,0.18221928179264069,0.023666085675358772,0.0031461049802601337
41,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",0.03849855810403824,0.07572073489427567,0.0023155587259680033,0.0037716918159276247,0.8012059330940247,0.014407465234398842,0.06407999992370605
42,CNN: One voter can make a difference by voting repeatedly,0.008857634849846363,0.006108996924012899,0.002678398508578539,0.009767839685082436,0.9270738959312439,0.0026305944193154573,0.042882610112428665
43,Newly Approved GM Potatoes Have Potential to Silence Human Genes,0.09483689069747925,0.2335273176431656,0.10588087886571884,0.00536911329254508,0.5042963624000549,0.03693529590964317,0.019154142588377
44,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",0.0112404590472579,0.008471899665892124,0.005229622591286898,0.05552072077989578,0.7581003904342651,0.021553251892328262,0.13988372683525085
45,Nuclear weapons question,0.14003828167915344,0.08173021674156189,0.07859481126070023,0.013758004643023014,0.5781041383743286,0.04077541455626488,0.066999152302742
46,Kevin MacDonald celebrates Trump’s Amazing Victory,0.012706325389444828,0.0015535028651356697,0.0037412703968584538,0.8005023002624512,0.06787256896495819,0.004677990917116404,0.10894588381052017
47,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",0.01077759638428688,0.002309789415448904,0.002251101192086935,0.15625940263271332,0.547317385673523,0.0062371958047151566,0.27484744787216187
48,Glorifying Violence,0.010170242749154568,0.2092694342136383,0.006195572204887867,0.6937891244888306,0.05842134356498718,0.016028599813580513,0.006125589832663536
49,Russia may run out of patience and respond to USA's rudeness,0.2236427217721939,0.055622730404138565,0.18619082868099213,0.002062898827716708,0.3935750722885132,0.1292523592710495,0.009653350338339806
50,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,0.13198506832122803,0.020633934065699577,0.46020397543907166,0.007487049791961908,0.3152560591697693,0.05281756818294525,0.011616351082921028
51,APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins,0.015508920885622501,0.004963681101799011,0.9207162261009216,0.0017098162788897753,0.04235183820128441,0.009202579967677593,0.005546971689909697
52,"Geo-Engineering Unlikely to Work, Conservation Group Says",0.031547363847494125,0.05051465705037117,0.03703207150101662,0.0048288218677043915,0.6972079873085022,0.133102685213089,0.0457664430141449
53,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,0.28187718987464905,0.13714873790740967,0.12738126516342163,0.0035383354406803846,0.36756691336631775,0.061923298984766006,0.02056419849395752
54,“We Were Long Overdue A Presidential Assassination Anyway”,0.03434485197067261,0.010993564501404762,0.30661094188690186,0.0056264023296535015,0.581488847732544,0.042405251413583755,0.018530091270804405
55,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",0.020594798028469086,0.004299835301935673,0.9199158549308777,0.0018043554155156016,0.034766603261232376,0.012869401834905148,0.0057490975596010685
56,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,0.222444087266922,0.03575478121638298,0.5280017256736755,0.0026729372330009937,0.13902314007282257,0.06357990950345993,0.008523437194526196
57,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",0.052328526973724365,0.11382899433374405,0.014225113205611706,0.060825273394584656,0.6756668090820312,0.07621043175458908,0.006914875470101833
58,Monsieur Malbrough est Mort | New Eastern Outlook,0.011099353432655334,0.00595871452242136,0.02727421000599861,0.013231261633336544,0.8675532341003418,0.027939114719629288,0.046944115310907364
59,"What is one more election thread, ehhh?",0.017179803922772408,0.038446519523859024,0.011949798092246056,0.007515700999647379,0.5579873919487,0.008904078975319862,0.3580167293548584
60,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,0.13175171613693237,0.0010922756046056747,0.8359929919242859,0.006070365197956562,0.009867995977401733,0.006464175879955292,0.008760400116443634
61,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",0.01711188070476055,0.011547866277396679,0.014836226589977741,0.026223134249448776,0.5037848353385925,0.2267303615808487,0.19976569712162018
62,Suspect captured in ‘ambush-style’ killings of two Iowa cops,0.022875264286994934,0.5445530414581299,0.40829998254776,0.0012262864038348198,0.01235801912844181,0.005846434272825718,0.004840916488319635
63,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,0.066792793571949,0.007980389520525932,0.205164834856987,0.010573175735771656,0.6384089589118958,0.019053548574447632,0.052026357501745224
64,Look at the SHOCKING Number of Kids Born To Illegals in 2014,0.007251257076859474,0.013468210585415363,0.02052398771047592,0.00698096165433526,0.02933657169342041,0.0021459718700498343,0.9202930331230164
65,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,0.01993274874985218,0.01593525893986225,0.006531836930662394,0.00447519775480032,0.8444348573684692,0.043606434017419815,0.06508374214172363
66,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,0.534318208694458,0.16584768891334534,0.011036223731935024,0.0018066574120894074,0.19336208701133728,0.053439706563949585,0.040189340710639954
67,Trumped!,0.8067431449890137,0.052167948335409164,0.010539844632148743,0.011429513804614544,0.043101049959659576,0.013407713733613491,0.06261073052883148
68,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,0.2738305330276489,0.06969526410102844,0.14273744821548462,0.011423456482589245,0.3746480643749237,0.08057481050491333,0.04709037020802498
69,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",0.021152542904019356,0.006247440818697214,0.0013965924736112356,0.2883991301059723,0.6428598165512085,0.014196292497217655,0.025748156011104584
70,The FBI intervenes in the 2016 election,0.06557682901620865,0.017201567068696022,0.5137225389480591,0.012079262174665928,0.31565168499946594,0.05000697821378708,0.02576112560927868
71,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",0.01495490875095129,0.0058059594593942165,0.015861503779888153,0.06847230345010757,0.6736939549446106,0.09486658126115799,0.12634482979774475
72,Classless Obama Refuses Photo-Op of White House Welcome with Trump,0.07277621328830719,0.14448297023773193,0.02602529339492321,0.0033558551222085953,0.6477723121643066,0.0901322141289711,0.015455102548003197
73,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,0.011490896344184875,0.015577031299471855,0.0055242870002985,0.014066948555409908,0.054681580513715744,0.6137131452560425,0.284946084022522
74,Stuff in the News That No One Is Talking About Because of the Election,0.31092143058776855,0.3553336560726166,0.011270181275904179,0.001878076116554439,0.2734048366546631,0.030928825959563255,0.016263030469417572
75,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,0.15267811715602875,0.5875935554504395,0.03200576454401016,0.0020062339026480913,0.19606322050094604,0.021755000576376915,0.00789819285273552
76,Shi’ite Militias Join Iraq’s Mosul Attack,0.06827286630868912,0.010335193015635014,0.8041036128997803,0.0042297011241316795,0.08745338022708893,0.011699141003191471,0.01390624325722456
77,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,0.2508707344532013,0.3281874358654022,0.009413168765604496,0.0068581802770495415,0.3313773572444916,0.06760212033987045,0.005691044498234987
78,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,0.023156994953751564,0.04007900878787041,0.7876327633857727,0.0019148512510582805,0.012068106792867184,0.11540443450212479,0.01974388025701046
79,Are Tensions With Russia Even Real?,0.35372158885002136,0.08311144262552261,0.1016036868095398,0.002667828928679228,0.2865588068962097,0.030788876116275787,0.14154775440692902
80,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,0.041298165917396545,0.08471038937568665,0.010022847913205624,0.002894430886954069,0.8029413223266602,0.013194256462156773,0.044938571751117706
81,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,0.12832993268966675,0.028151005506515503,0.7854044437408447,0.004256248474121094,0.03969348967075348,0.010981815867125988,0.00318305310793221
82,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",0.33737167716026306,0.19835728406906128,0.14787361025810242,0.0035834170412272215,0.27173930406570435,0.03561021015048027,0.005464441142976284
83,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,0.0245636235922575,0.23235447704792023,0.6537642478942871,0.0018406303133815527,0.05102013051509857,0.030656663700938225,0.005800254642963409
84,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,0.1494520902633667,0.4522055685520172,0.027095485478639603,0.00208814674988389,0.32764631509780884,0.03440744802355766,0.0071050324477255344
85,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",0.2151649296283722,0.034802354872226715,0.533321738243103,0.0033378892112523317,0.07240404188632965,0.10873785614967346,0.0322311669588089
86,Should Christians Celebrate Halloween?,0.006876825820654631,0.004564756993204355,0.001039512688294053,0.8684207201004028,0.07931892573833466,0.012801437638700008,0.026977771893143654
87,Only Making Matters Worse in Syria,0.15220952033996582,0.7061076760292053,0.05810708552598953,0.0010646594455465674,0.02999459207057953,0.050840575248003006,0.0016758369747549295
88,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,0.7831893563270569,0.18867839872837067,0.0045784455724060535,0.0005979795823805034,0.013141676783561707,0.008026005700230598,0.0017881765961647034
89,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,0.18955257534980774,0.08326036483049393,0.05381181091070175,0.0090076494961977,0.5536550879478455,0.06039957329630852,0.05031280592083931
90,"Michael Moore admits no women ever melted the ice caps, bombs American history",0.07628414779901505,0.03307277709245682,0.03350035473704338,0.005792384035885334,0.7427613735198975,0.04871518537402153,0.05987374484539032
91,Culchie Tries To Explain Rules Of 25 One More Time,0.010921148583292961,0.006119132041931152,0.0027422592975199223,0.016786765307188034,0.8836342096328735,0.015840867534279823,0.0639556348323822
92,Who had to go :-),0.029461000114679337,0.02645477093756199,0.017742499709129333,0.02244507148861885,0.2979404330253601,0.2071729600429535,0.39878326654434204
93,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,0.241408571600914,0.14465874433517456,0.031782783567905426,0.0039095510728657246,0.29539674520492554,0.26607251167297363,0.01677107997238636
94,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,0.014398397877812386,0.0029091956093907356,0.0025257673114538193,0.1021440178155899,0.6027326583862305,0.013514727354049683,0.2617751955986023
95,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,0.1950116604566574,0.16875022649765015,0.1767185777425766,0.03269215300679207,0.22608770430088043,0.09027354419231415,0.11046618223190308
96,We Live In A Time Where Each Individual Has Immense Power,0.007123841904103756,0.004915003664791584,0.003624194534495473,0.0048426054418087006,0.9046909809112549,0.004590865224599838,0.07021254301071167
97,Only Demented Imbeciles Want A Killary Reign Of Terror,0.06957066059112549,0.05340512841939926,0.6982757449150085,0.0032473858445882797,0.1196470856666565,0.04808187484741211,0.0077721006236970425
98,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,0.01047096960246563,0.04696537181735039,0.0018779789097607136,0.03853718936443329,0.875505805015564,0.0028486575465649366,0.023793993517756462
99,Americans Are So Disconnected From Reality That “Insouciant” Has Become An Euphemism,0.026819320395588875,0.3929513394832611,0.01950986124575138,0.0019810947123914957,0.3804725706577301,0.17128443717956543,0.006981455255299807
100,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",0.13446415960788727,0.0603218711912632,0.17986905574798584,0.004736715462058783,0.15401582419872284,0.4484769105911255,0.018115516752004623
101,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,0.017794540151953697,0.0093744657933712,0.09787151217460632,0.01015897560864687,0.8039992451667786,0.02032608352601528,0.040475185960531235
102,Jubilee Year of Mercy ends on November 20. Following Judgment?,0.008849184960126877,0.012464698404073715,0.01020053494721651,0.06813547015190125,0.7415691614151001,0.06321267783641815,0.09556829184293747
103,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,0.05050479993224144,0.004637686535716057,0.9200823307037354,0.002371721900999546,0.003812236711382866,0.016229446977376938,0.0023617141414433718
104,Justice Clarence Thomas Describes Washington DC As “Broken”,0.024028252810239792,0.024343594908714294,0.27092576026916504,0.0023455170448869467,0.09074556827545166,0.5195220708847046,0.06808924674987793
105,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",0.006514330860227346,0.018853770568966866,0.0031852135434746742,0.5748298168182373,0.20643578469753265,0.017726337537169456,0.17245477437973022
106,8 classic football banners of our time,0.009188144467771053,0.0018533269176259637,0.005141756031662226,0.09330977499485016,0.462283730506897,0.020157529041171074,0.40806570649147034
107,Tweetwave,0.033902060240507126,0.006209692917764187,0.0070577203296124935,0.011478295549750328,0.8014587163925171,0.014784268103539944,0.12510930001735687
108,Trump’s Gettysburg Address against the New World Order,0.5229820013046265,0.24478745460510254,0.11762221157550812,0.00477046612650156,0.06896322965621948,0.031488772481679916,0.009385892190039158
109,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,0.9751800298690796,0.010766448453068733,0.0030362498946487904,0.0004474786692298949,0.0069754901342093945,0.0023975837975740433,0.0011967809405177832
110,Dems sue GOP over Trump's 'rigged' complaints,0.8703266978263855,0.021732108667492867,0.014669531024992466,0.0008832316379994154,0.06812094897031784,0.019543953239917755,0.00472351536154747
111,US Airstrikes on Iraqi Army Slowing Advance on Mosul,0.10045165568590164,0.10938963294029236,0.5328227877616882,0.006035925354808569,0.13542628288269043,0.06971432268619537,0.04615946486592293
112,"Clinton Camp Desperate, Russia Trains for WWIII",0.02435196191072464,0.01005259994417429,0.37746843695640564,0.002492560539394617,0.13679556548595428,0.43072330951690674,0.018115565180778503
113,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,0.007395452354103327,0.004552058409899473,0.9622524380683899,0.0010721139842644334,0.011836498975753784,0.011062978766858578,0.0018283211393281817
114,If Catcalls Were Politically Correct…,0.42620882391929626,0.16307352483272552,0.06764461100101471,0.00402696942910552,0.29496732354164124,0.021217431873083115,0.022861413657665253
115,Why Hillary Won't Unleash WWIII    : Information,0.0922437235713005,0.009992099367082119,0.47187209129333496,0.04205593466758728,0.11543702334165573,0.20292945206165314,0.06546968966722488
116,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',0.7750908136367798,0.05299277603626251,0.050993021577596664,0.0043653445318341255,0.04953742399811745,0.03736307471990585,0.029657520353794098
117,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,0.08082528412342072,0.020360812544822693,0.004680957179516554,0.020631419494748116,0.08408986777067184,0.010427022352814674,0.7789846062660217
118,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",0.05823935195803642,0.867344856262207,0.013984652236104012,0.0008166118641383946,0.02425599843263626,0.034007251262664795,0.0013513292651623487
119,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,0.019816456362605095,0.026112373918294907,0.017507320269942284,0.0033806117717176676,0.897490918636322,0.014410783536732197,0.021281514316797256
120,The circus of liars - America's three rings of evil clowns,0.047930844128131866,0.26422354578971863,0.09956672042608261,0.07285372912883759,0.4319121837615967,0.024302972480654716,0.059210024774074554
121,Trump Has Forever Changed American Politics,0.05041494593024254,0.03579296916723251,0.1044851541519165,0.006696895696222782,0.7270615100860596,0.02868599258363247,0.04686249792575836
122,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",0.04098520055413246,0.05431300029158592,0.09780390560626984,0.013546803966164589,0.6599836945533752,0.0689445361495018,0.0644228532910347
123,Trump The President: What Does That Mean For The World? - CounterCurrents.org,0.09029299020767212,0.012846757657825947,0.22919180989265442,0.004613119643181562,0.49543312191963196,0.021270867437124252,0.1463514268398285
124,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,0.3565928339958191,0.09794602543115616,0.246437206864357,0.001975820166990161,0.07585226744413376,0.1960746794939041,0.02512110210955143
125,FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,0.06045599654316902,0.034322287887334824,0.2020263969898224,0.003384196665138006,0.4108707010746002,0.23912258446216583,0.04981780797243118
126,Repudiating the Media,0.10639659315347672,0.8552519679069519,0.001592532149516046,0.0009709257865324616,0.016353052109479904,0.017451360821723938,0.001983660040423274
127,Buchanan Smashes CNN Shill,0.1986856609582901,0.03948541730642319,0.6037157773971558,0.004964136052876711,0.12080696225166321,0.02292029745876789,0.009421766735613346
128,The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,0.025413431227207184,0.014753349125385284,0.13661274313926697,0.04411778226494789,0.42508500814437866,0.143733412027359,0.21028423309326172
129,America After Election 2016: the Gullible and the Shattered - David Kerans,0.019892031326889992,0.013603657484054565,0.17895886301994324,0.012421371415257454,0.5734447836875916,0.08105483651161194,0.12062447518110275
130,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),0.11234569549560547,0.07351953536272049,0.04413645714521408,0.002458760282024741,0.6742351651191711,0.029482202604413033,0.06382215023040771
131,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,0.08463151752948761,0.007709817495197058,0.014761907979846,0.012265322729945183,0.34866344928741455,0.023226533085107803,0.5087414383888245
132,Exclusive: Siege of Islamabad,0.1838742196559906,0.02806113101541996,0.21797318756580353,0.013094216585159302,0.46813178062438965,0.018885934725403786,0.06997960060834885
133,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,0.023919541388750076,0.008784070611000061,0.007543519139289856,0.006562691181898117,0.6938475370407104,0.025421151891350746,0.23392151296138763
134,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",0.858680784702301,0.007676579058170319,0.10710038244724274,0.004143351223319769,0.015160714276134968,0.0038895481266081333,0.0033485423773527145
135,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,0.010319685563445091,0.0229733195155859,0.0062420847825706005,0.004647812340408564,0.8854595422744751,0.029651464894413948,0.040706172585487366
136,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,0.03151995688676834,0.11980561912059784,0.005797849502414465,0.0027362708933651447,0.034819189459085464,0.800327718257904,0.0049933758564293385
137,President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,0.02240738458931446,0.005124782677739859,0.3113880455493927,0.2228945791721344,0.19680194556713104,0.01902572065591812,0.2223575860261917
138,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,0.0058375271037220955,0.00956515222787857,0.0019060055492445827,0.007521089166402817,0.9335364103317261,0.014898866415023804,0.026734990999102592
139,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,0.6113125681877136,0.14000016450881958,0.12415195256471634,0.0013270885683596134,0.043129075318574905,0.06856922060251236,0.011509792879223824
140,Representative Government or Thugocracy?,0.04608766734600067,0.21104876697063446,0.008781269192695618,0.005541383754462004,0.6965940594673157,0.008780633099377155,0.02316622994840145
141,Pro-Palestinian Propaganda Lowering Standards of Truth in America,0.3270757496356964,0.6116743683815002,0.024332504719495773,0.0014097868697717786,0.02413095347583294,0.010199896059930325,0.001176737598143518
142,Lifting weights could ward off dementia and make you smarter,0.007104064803570509,0.01782499998807907,0.05831937864422798,0.009000563062727451,0.8783994913101196,0.019232671707868576,0.010118717327713966
