,headline,anger,disgust,fear,joy,neutral,sadness,surprise
45,John Kerry: ISIS responsible for genocide,0.21211521327495575,0.34372666478157043,0.24963660538196564,0.0020630150102078915,0.11042450368404388,0.0706997662782669,0.011334247887134552
46,Mitt Romney's Re-Invention As Anti-Poverty Warrior,0.01661309041082859,0.09710398316383362,0.03461885079741478,0.01407652534544468,0.7593879699707031,0.05128684267401695,0.02691277489066124
47,King: Fill the Supreme Court vacancy,0.04416308179497719,0.01343523245304823,0.09428786486387253,0.029055923223495483,0.7299417853355408,0.03665713593363762,0.05245890095829964
48,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",0.02108003944158554,0.03160424157977104,0.008555928245186806,0.00472968490794301,0.7811189293861389,0.11480853706598282,0.0381026528775692
49,Obama’s speech in Selma was an answer to those who question his love for America,0.07196478545665741,0.12961545586585999,0.1443030834197998,0.03141389414668083,0.5310946106910706,0.0058385757729411125,0.08576957136392593
50,Where Does Bernie Sanders Go From Here?,0.00769311236217618,0.0032777804881334305,0.0069702197797596455,0.003062412142753601,0.8480901122093201,0.010952046141028404,0.11995416134595871
51,Exclusive: GOP campaigns plot revolt against RNC,0.289129376411438,0.007303606253117323,0.6232086420059204,0.004099374637007713,0.05718957632780075,0.007557866629213095,0.011511490680277348
52,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",0.033057354390621185,0.00948413647711277,0.021053116768598557,0.009957513771951199,0.5436465740203857,0.02665424719452858,0.3561471104621887
53,French police hunt two brothers accused of Charlie Hebdo terror attack,0.014513536356389523,0.004678280092775822,0.9729846119880676,0.0011237250873818994,0.0018725430127233267,0.0031383351888507605,0.001688988646492362
54,Give Social Security recipients a CEO-style raise,0.017784342169761658,0.006840903777629137,0.0038212030194699764,0.06441479176282883,0.8561248183250427,0.003259290475398302,0.04775458574295044
55,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",0.8956669569015503,0.009214632213115692,0.06600949913263321,0.0013584364205598831,0.019502175971865654,0.0029181528370827436,0.005330032203346491
56,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",0.04994147643446922,0.22854532301425934,0.019160684198141098,0.0038717191200703382,0.2947012782096863,0.39235571026802063,0.0114238066598773
57,How Ted Cruz Became Ted Cruz,0.02184557355940342,0.00793861597776413,0.042618803679943085,0.009433153085410595,0.7504591941833496,0.010768829844892025,0.15693581104278564
58,Accord reached after Sanders sues the DNC over suspended access to critical voter list,0.5926325917243958,0.05769173800945282,0.009291928261518478,0.0037460082676261663,0.10176609456539154,0.22558806836605072,0.009283545427024364
59,Why the latest Patriot Act reform won’t be enough to rein in the NSA,0.07722371816635132,0.0537637360394001,0.05609644576907158,0.002428248291835189,0.6236005425453186,0.12871138751506805,0.058175962418317795
60,"FBI expands probe of Clinton emails, launches independent classification review",0.09523046016693115,0.012451664544641972,0.417092889547348,0.009428869932889938,0.3630669116973877,0.046825259923934937,0.05590385943651199
61,Where is Gary Johnson?,0.005064582917839289,0.0055314842611551285,0.006878294516354799,0.0024100581649690866,0.7286162972450256,0.023815184831619263,0.22768408060073853
62,What happens if Clinton drops out?,0.04556877911090851,0.012407978996634483,0.6588067412376404,0.0027278561610728502,0.2173624336719513,0.018557947129011154,0.0445682518184185
63,Brothers ID'd as suicide bombers in Belgium,0.09819547086954117,0.08309365808963776,0.302794873714447,0.004825990181416273,0.45701301097869873,0.03394826874136925,0.020128799602389336
64,Don't blame all immigrants for San Francisco shooting,0.6305515766143799,0.011643859557807446,0.20613126456737518,0.002149599138647318,0.07267000526189804,0.05918911099433899,0.0176645889878273
65,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,0.4174739122390747,0.19008325040340424,0.039018239825963974,0.002230080310255289,0.16883805394172668,0.178928405046463,0.003428032621741295
66,3 Questions Ahead Of Tonight's Democratic Debate,0.014410814270377159,0.011926911771297455,0.27382466197013855,0.009676886722445488,0.6463155746459961,0.012841064482927322,0.031004130840301514
67,Obama's terror strategy is failing: US must heed lessons of 9/11,0.027530595660209656,0.015718428418040276,0.8672085404396057,0.0010136818746104836,0.019669869914650917,0.0644117146730423,0.00444713793694973
68,Selma 50 years on: John Lewis's recalls the march,0.004058956168591976,0.003106161719188094,0.023292550817131996,0.06647118180990219,0.7239075303077698,0.025133006274700165,0.15403060615062714
69,Third-party presidential candidates fight for 15% in polls – and a spot in debates,0.08249890804290771,0.012012191116809845,0.005021160002797842,0.010622818022966385,0.8676341772079468,0.008690961636602879,0.013519884087145329
70,"Bush, Rubio and Kasich eye one another in the shadow of Trump",0.022394690662622452,0.031352341175079346,0.7818196415901184,0.004669292829930782,0.08350170403718948,0.07328446209430695,0.0029778750613331795
71,Conspiracy theories swirl around the death of Antonin Scalia,0.09748893976211548,0.015129590407013893,0.6329463124275208,0.0040336125530302525,0.16923834383487701,0.052094634622335434,0.02906852215528488
72,McCain: Trump doesn't understand Syria,0.11086582392454147,0.15488797426223755,0.08239827305078506,0.0017790590645745397,0.3612997829914093,0.15581026673316956,0.13295887410640717
73,Trump manager says 'undercover voters' will deliver win in US election,0.03338088467717171,0.007142588030546904,0.04202496260404587,0.020952660590410233,0.8518171310424805,0.015593334101140499,0.029088445007801056
74,The next president can have a big impact on climate policy — even without Congress,0.011975186876952648,0.01421886496245861,0.017032276839017868,0.00679003307595849,0.9220497012138367,0.004752070177346468,0.023181965574622154
75,Justice Department Staffers Monitor Polls on Election Day,0.019666265696287155,0.007424195297062397,0.028387151658535004,0.0047258115373551846,0.8925086259841919,0.009887265041470528,0.03740059584379196
76,Poll: 71 percent of Dems think Clinton should keep running even if indicted,0.026748932898044586,0.044576894491910934,0.009742234833538532,0.01175996195524931,0.8360518217086792,0.05229611322283745,0.018824055790901184
77,Is the Iran deal unraveling? Think again. | Institution,0.15780764818191528,0.0322943739593029,0.45716479420661926,0.0022507812827825546,0.11353594064712524,0.0705282911658287,0.16641810536384583
78,Shutdown clash to return in force by December,0.40274351835250854,0.012631763704121113,0.3779591917991638,0.016286134719848633,0.15037646889686584,0.017819209024310112,0.02218380756676197
79,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,0.4857058823108673,0.03427400812506676,0.02861877903342247,0.004019476007670164,0.34143197536468506,0.07195743918418884,0.033992402255535126
80,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,0.026512280106544495,0.015534759499132633,0.024528197944164276,0.04637952148914337,0.8360836505889893,0.029842328280210495,0.02111911028623581
81,How Clinton plans to stop Sanders' momentum,0.06358759105205536,0.022452624514698982,0.10706458985805511,0.0025456405710428953,0.7204746603965759,0.058989267796278,0.02488570287823677
82,Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,0.06736204773187637,0.05973673611879349,0.001380898174829781,0.5291963815689087,0.29622671008110046,0.032797303050756454,0.013299929909408092
83,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,0.034023433923721313,0.009006805717945099,0.10564490407705307,0.011945025995373726,0.7763860821723938,0.013178658671677113,0.049815185368061066
84,Christianity under attack: US must do more to promote religious freedom,0.3603242337703705,0.012274730019271374,0.566665768623352,0.0011828673304989934,0.01174974162131548,0.044886957854032516,0.002915614517405629
85,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",0.12228169292211533,0.04392407089471817,0.2281501144170761,0.005519004538655281,0.4783799648284912,0.10829365253448486,0.013451498001813889
86,Iran agrees to nuclear restrictions in framework deal with world powers,0.10686143487691879,0.05965190753340721,0.014313897117972374,0.12421458214521408,0.6375004053115845,0.04014112800359726,0.017316628247499466
87,"Bernie Sanders’s vast universe of donors, mapped",0.008619306609034538,0.004166194703429937,0.005149167031049728,0.009773182682693005,0.8472565412521362,0.0057495892979204655,0.11928605288267136
88,So That Happened: Did Obama Forget That The GOP Runs Congress?,0.03142913803458214,0.015076049603521824,0.00839825440198183,0.0037012542597949505,0.39500921964645386,0.016249846667051315,0.5301362872123718
89,Sunday in Charleston: Worship at Emanuel AME,0.002658701501786709,0.0028580231592059135,0.0048139579594135284,0.8464555144309998,0.04695199429988861,0.03192572668194771,0.06433606892824173
90,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",0.20847870409488678,0.3553439676761627,0.012213039211928844,0.004226203076541424,0.3274906873703003,0.010089327581226826,0.0821581780910492
91,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,0.6736301779747009,0.1118091493844986,0.09899391233921051,0.0013238833053037524,0.07517793774604797,0.03505263105034828,0.0040123071521520615
92,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,0.5227353572845459,0.42969179153442383,0.008066161535680294,0.0009038247517310083,0.0197841115295887,0.016757719218730927,0.002060974482446909
93,Iran carries out new ballistic missile test,0.246383935213089,0.11463769525289536,0.38291284441947937,0.013481867499649525,0.15968294441699982,0.019672498106956482,0.06322825700044632
94,Why Joe Biden can't get no respect,0.8285325765609741,0.08988548815250397,0.006309457588940859,0.0004984501283615828,0.03221653029322624,0.03381902351975441,0.008738420903682709
95,"Come on, Paul Ryan must be running in 2016, right? Right?",0.22516898810863495,0.13582482933998108,0.008775055408477783,0.014400988817214966,0.5675495862960815,0.009325462393462658,0.038955025374889374
96,Why Bernie Sanders needs to start winning big states — big,0.04006177932024002,0.010414516553282738,0.0705769956111908,0.026074327528476715,0.7174683809280396,0.029755201190710068,0.10564880818128586
97,Leaked: What’s in Obama’s trade deal,0.03600507974624634,0.019259149208664894,0.037349801510572433,0.004960689693689346,0.8060015439987183,0.00941785704344511,0.08700587600469589
98,Someone Isn't Telling The Truth About Freddie Gray's Death,0.2076321542263031,0.29016250371932983,0.011524668894708157,0.0020322278141975403,0.26042991876602173,0.21645601093769073,0.011762557551264763
99,Prison employee pleaded not guilty to aiding escape of two murderers,0.12531861662864685,0.15541806817054749,0.012913905084133148,0.043052952736616135,0.16689850389957428,0.4927186965942383,0.003679279237985611
100,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,0.02581198886036873,0.03344806283712387,0.01419968530535698,0.008443435654044151,0.16329370439052582,0.6665903925895691,0.08821273595094681
101,President Trump: A colossal failure for democracy and our terrifying new reality,0.0022152606397867203,0.0011478463420644403,0.9898480772972107,0.0008475218783132732,0.0021812748163938522,0.0011684373021125793,0.002591578522697091
102,Chris Christie losing home-state donors as Jeb Bush makes inroads,0.021215880289673805,0.05206121504306793,0.02284480445086956,0.006489917170256376,0.36328113079071045,0.4541299641132355,0.07997710257768631
103,Can Sanders rally supporters around Clinton after DNC email leak?,0.023933667689561844,0.023813148960471153,0.13792119920253754,0.0038007658440619707,0.6758992671966553,0.026897935196757317,0.10773396492004395
104,'Historic' climate deal in sight as nations parse final text,0.022658489644527435,0.019650902599096298,0.08687660098075867,0.05623658373951912,0.790286123752594,0.006627195980399847,0.017664164304733276
105,"Trump slams 'corrupt' media, as more women make sexual assault claims",0.5345998406410217,0.3159849941730499,0.08226040005683899,0.0007444065995514393,0.02688773162662983,0.027749311178922653,0.01177322119474411
106,The 5 unspoken rules for covering Hillary Clinton,0.03955617547035217,0.10924151539802551,0.012731262482702732,0.0024149692617356777,0.8034734725952148,0.024646978825330734,0.007935574278235435
107,Iraq launches operation against ISIS in Anbar province,0.05899950489401817,0.023943891748785973,0.7952320575714111,0.008799254894256592,0.07323194295167923,0.016809577122330666,0.022983720526099205
108,Justices Kennedy and Scalia and their divide on gay rights,0.2579439580440521,0.22417299449443817,0.03029654361307621,0.003291917499154806,0.4303911626338959,0.033378954976797104,0.02052442356944084
109,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',0.012958082370460033,0.023031961172819138,0.015408257022500038,0.025454342365264893,0.901785671710968,0.009873730130493641,0.011487890966236591
110,"John Kasich: He’s Conservative, but at Least He’s Sane",0.015573960728943348,0.21364028751850128,0.012421982362866402,0.0057671270333230495,0.5617231130599976,0.1798819899559021,0.010991557501256466
111,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,0.23200723528862,0.3343918025493622,0.27539199590682983,0.008985588327050209,0.08407211303710938,0.05629143491387367,0.008859817869961262
112,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,0.005360663868486881,0.0020079987589269876,0.9795014262199402,0.0019952328875660896,0.005725852679461241,0.003420398337766528,0.001988491276279092
113,Debate Goals for the Democratic Candidates,0.021393252536654472,0.024649985134601593,0.016439462080597878,0.009233353659510612,0.8911553025245667,0.01722927764058113,0.01989939622581005
114,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,0.019917258992791176,0.003554781898856163,0.22221167385578156,0.029378874227404594,0.6430014371871948,0.007894601672887802,0.07404135912656784
115,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,0.024132536724209785,0.023227542638778687,0.05501304939389229,0.006813999731093645,0.7870349287986755,0.012668637558817863,0.0911092683672905
116,Iran letter blowback startles GOP,0.36524635553359985,0.016888966783881187,0.5014500021934509,0.004026766866445541,0.06741777807474136,0.007457907777279615,0.037512246519327164
117,Donald Trump's GOP civil war,0.48010560870170593,0.14564746618270874,0.12174869328737259,0.006852663122117519,0.2143910974264145,0.017731614410877228,0.01352290716022253
118,Laura Bush hints she'd rather see Hillary as president,0.05525488406419754,0.09872931241989136,0.06099658086895943,0.012417512945830822,0.6114569306373596,0.14758051931858063,0.013564320281147957
119,"Scott Walker, Rick Perry show limits of super PACs",0.03518248349428177,0.015287271700799465,0.012626026757061481,0.006791654974222183,0.7802783846855164,0.02441428415477276,0.12541988492012024
120,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,0.020140035077929497,0.010618114843964577,0.04097101837396622,0.0032334805000573397,0.837774932384491,0.01447460986673832,0.07278776168823242
121,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",0.026587484404444695,0.005520722828805447,0.009799914434552193,0.01495483610779047,0.780098557472229,0.02866179496049881,0.13437668979167938
122,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",0.0388110913336277,0.010868208482861519,0.05252271890640259,0.004889975767582655,0.7770078182220459,0.02293659746646881,0.09296359121799469
123,"MH370: If debris is part of missing plane, what's next?",0.03358139470219612,0.01813405565917492,0.45729342103004456,0.002537562046200037,0.37278199195861816,0.03367970883846283,0.08199188113212585
124,Israel stole classified US information and used it to help congressional Republicans,0.6475276947021484,0.27716630697250366,0.01859830692410469,0.0026162895374000072,0.04288652166724205,0.008683511056005955,0.002521401969715953
125,"""America has a simple ideology"": how one of Russia's top US experts explains America",0.0157207902520895,0.0127542270347476,0.00818135030567646,0.006241065915673971,0.9078118205070496,0.0035568461753427982,0.0457339771091938
126,Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,0.027051059529185295,0.004746079910546541,0.0020033977925777435,0.10850933939218521,0.3815891444683075,0.008722317405045033,0.4673786759376526
127,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",0.1618572622537613,0.07491198927164078,0.5175697803497314,0.004658631514757872,0.16578997671604156,0.04106626287102699,0.0341460257768631
128,"Clinton, Sanders accuse Trump of inciting violence",0.945403516292572,0.010700826533138752,0.034749068319797516,0.0004619215615093708,0.003931200597435236,0.0036826354917138815,0.0010707298060879111
129,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",0.07501547038555145,0.1878364235162735,0.02517303265631199,0.002393701346591115,0.6801601648330688,0.01704300008714199,0.012378181330859661
130,Trump mulls alternative options for making Mexico finance 'the wall',0.07354812324047089,0.02818593755364418,0.3585449755191803,0.008107919245958328,0.4550851285457611,0.05935262516140938,0.01717538759112358
131,"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",0.30769896507263184,0.3511195480823517,0.047525618225336075,0.006283278577029705,0.24421487748622894,0.027895256876945496,0.015262491069734097
132,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,0.7443129420280457,0.008330421522259712,0.09429091960191727,0.005067668855190277,0.11145555973052979,0.030551763251423836,0.005990674719214439
133,The Daily 202: Many African Americans unenthusiastically ‘settle’ for Hillary Clinton,0.08525550365447998,0.20767773687839508,0.0846584215760231,0.002628656569868326,0.4384910762310028,0.12497164309024811,0.05631687864661217
134,"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",0.021636011078953743,0.005477164871990681,0.00499308854341507,0.005652654450386763,0.3360528349876404,0.005313505418598652,0.6208747625350952
135,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",0.20801232755184174,0.7327916026115417,0.016059597954154015,0.0012320043751969934,0.028869325295090675,0.010812103748321533,0.0022230457980185747
136,"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",0.024796312674880028,0.02024293877184391,0.08741265535354614,0.008458646945655346,0.8008318543434143,0.01062672957777977,0.04763074219226837
137,What do Americans really think of election coverage?,0.023349503055214882,0.01813286915421486,0.011527741327881813,0.0031211157329380512,0.7643607258796692,0.00317138503305614,0.17633670568466187
138,Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,0.1410563886165619,0.10937610268592834,0.022394098341464996,0.002972379559651017,0.6301607489585876,0.03614998981356621,0.05789029598236084
139,"Yes, Ted Cruz could win",0.013164553791284561,0.006902243476361036,0.0766730010509491,0.06700108200311661,0.734063446521759,0.04386967048048973,0.058325864374637604
140,Trump advisors try to pivot not fishtail,0.022573454305529594,0.03700900450348854,0.0221933014690876,0.0027277397457510233,0.8953174352645874,0.012752116657793522,0.007426873780786991
141,"Christians drop, 'nones' soar in new religion portrait",0.015745531767606735,0.006292304489761591,0.013964924961328506,0.08075634390115738,0.5888827443122864,0.03647793456912041,0.2578802704811096
142,Inside the Deliberations of a Hillary Clinton Campaign Launch,0.2512180507183075,0.7043620944023132,0.004890993237495422,0.0006632988806813955,0.01576646976172924,0.0210324265062809,0.002066681394353509
143,Clinton condemns Trump over Chicago violence,0.2396588921546936,0.14251771569252014,0.03208516165614128,0.00209995754994452,0.028443053364753723,0.5503526926040649,0.004842521622776985
144,"In France, a growing debate over why some speech is protected and some isn’t",0.4770973026752472,0.14448104798793793,0.1974784880876541,0.005934089422225952,0.1346757411956787,0.025361720472574234,0.014971626922488213
145,Gay rights and religious liberty: Can Americans have both?,0.013594959862530231,0.007017473690211773,0.009421250782907009,0.006836415268480778,0.8448837399482727,0.007513790857046843,0.11073233932256699
146,"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",0.008168469183146954,0.02380193956196308,0.12845711410045624,0.00732091860845685,0.7748220562934875,0.039702270179986954,0.017727220430970192
147,“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,0.02086087130010128,0.0067002298310399055,0.008241402916610241,0.0821402296423912,0.7254465818405151,0.006535341497510672,0.1500752717256546
148,Obama Presses Putin to Strike Ukraine Peace Deal,0.20838163793087006,0.02525915391743183,0.041524022817611694,0.052117835730314255,0.6211022138595581,0.03197668492794037,0.019638527184724808
149,"Trumka: Disappointment with Obama, a warning for Hillary",0.0047217076644301414,0.01656654290854931,0.21785521507263184,0.002777380170300603,0.030496161431074142,0.7022474408149719,0.025335583835840225
150,Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,0.12465912848711014,0.29450756311416626,0.06141706556081772,0.0034357819240540266,0.41884130239486694,0.026951514184474945,0.07018763571977615
151,State Department warns of possible terror attack in South Africa,0.0014354301383718848,0.0010869732359424233,0.9906863570213318,0.0006175539456307888,0.0026768064126372337,0.001995069906115532,0.0015018924605101347
152,Who Lost Iraq?,0.04419666901230812,0.010923401452600956,0.0323953740298748,0.002428935607895255,0.7372596859931946,0.04907091706991196,0.12372507899999619
