,headline,anger,disgust,fear,joy,neutral,sadness,surprise
32,Why It’s Necessary To Relax Into A Stretch,0.009382876567542553,0.017801659181714058,0.01702817715704441,0.2308267205953598,0.654534637928009,0.05458870530128479,0.01583724096417427
33,"Brexit Encourages UK to Trade With Non-EU States, Including Russia",0.04110555350780487,0.14756624400615692,0.2503889203071594,0.015550438314676285,0.4671509563922882,0.07071657478809357,0.007521304301917553
34,"2016 interview with Socrates: Another day of Life in the Empire! Are we near an endgame, or fools to ever ‘hope for change’? (6 of ?)",0.021555770188570023,0.011203826405107975,0.022533288225531578,0.02516716904938221,0.7546967267990112,0.00888525228947401,0.15595799684524536
35,Mike Pence Drapes Shawl Over Immodest Lady Justice Statue - The Onion - America's Finest News Source,0.024869631975889206,0.2889949381351471,0.011032365262508392,0.11442742496728897,0.475276917219162,0.032373469322919846,0.0530252531170845
36,First Ever Hindu Woman Elected into Congress,0.03574595972895622,0.15566927194595337,0.1498984396457672,0.19034120440483093,0.31974101066589355,0.0157184861600399,0.1328856348991394
37,Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!,0.22528399527072906,0.6417201161384583,0.008869640529155731,0.027630453929305077,0.05379065126180649,0.017007960006594658,0.025697145611047745
38,Ex-Assistant FBI Director: Clintons Are a Crime Family,0.3049519658088684,0.12369465827941895,0.3857775330543518,0.0020515380892902613,0.09429708868265152,0.08028054237365723,0.008946678601205349
39,Hillary Wants Aggressively Interventionist Foreign Policy,0.5079994797706604,0.12037847936153412,0.0722976103425026,0.00356253981590271,0.27108126878738403,0.01674509420990944,0.00793557707220316
40,Both parties want to craft populist messages for 2016,0.008516970090568066,0.006764383055269718,0.0026092580519616604,0.00625345204025507,0.9609347581863403,0.005566369276493788,0.009354806505143642
41,First Take: Wall Street bids goodbye to June hike,0.009616236202418804,0.022757701575756073,0.03676289692521095,0.01138211227953434,0.3210243880748749,0.5755980610847473,0.022858651354908943
42,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,0.0223196092993021,0.0053530847653746605,0.015314513817429543,0.06941846013069153,0.39549851417541504,0.013593291863799095,0.4785026013851166
43,Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists,0.4656212329864502,0.3268255293369293,0.09639982134103775,0.004970795940607786,0.08698871731758118,0.01747545413672924,0.0017184754833579063
44,"With 3:20 a.m. tweet storm Saturday, Clinton continues to mock Trump’s Friday ‘meltdown’",0.1468859314918518,0.02351680025458336,0.6924646496772766,0.005208277143537998,0.08773238211870193,0.027205370366573334,0.016986612230539322
45,220 ‘Significant’ Pipeline Spills Already This Year Exposes Troubling Safety Record,0.034501053392887115,0.05144400894641876,0.7088412046432495,0.00210770801641047,0.12468523532152176,0.06317789107561111,0.01524292305111885
46,Obama makes the right call to tough it out in Afghanistan,0.02163691632449627,0.012146774679422379,0.007360217627137899,0.010753238573670387,0.9347286224365234,0.008586615324020386,0.004787512589246035
47,Senate race rankings: Dems attack as GOP lays swing-state groundwork,0.6432501077651978,0.018699495121836662,0.27337753772735596,0.0023997125681489706,0.04247133433818817,0.01038634218275547,0.009415360167622566
48,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,0.027972007170319557,0.004747413564473391,0.1340302675962448,0.00307036773301661,0.012715396471321583,0.0036120067816227674,0.8138525485992432
49,Pieczenik “Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House” – TruthFeed,0.10966181755065918,0.009980001486837864,0.6514447927474976,0.0072053056210279465,0.18967844545841217,0.008425358682870865,0.0236042533069849
50,American politics has reached peak polarization,0.048331551253795624,0.07004754990339279,0.033695776015520096,0.0035950851161032915,0.7045316100120544,0.11377713084220886,0.026021264493465424
51,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),0.6102873086929321,0.11589821428060532,0.01868247054517269,0.0055189356207847595,0.23746564984321594,0.00269464123994112,0.009452728554606438
52,"3 Effects of Substance Abuse on Individual, Family and Community",0.03722357377409935,0.3613048791885376,0.0688864067196846,0.0038849173579365015,0.2399701476097107,0.2771661579608917,0.01156393252313137
53,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,0.0329916775226593,0.009078253991901875,0.0019423110643401742,0.184925839304924,0.686375081539154,0.009782923385500908,0.07490386068820953
54,New Comment Features have been Added,0.00665283203125,0.002985654165968299,0.0011866437271237373,0.026931826025247574,0.899542510509491,0.005850194487720728,0.05685047432780266
55,World's newspapers react to 'Hebdo' attack,0.34608814120292664,0.03492411598563194,0.49056199193000793,0.0031474479474127293,0.05632318556308746,0.023825474083423615,0.04512976109981537
56,Ying and Yang (the Gold and Silver Set-Up),0.007011739537119865,0.0028415394481271505,0.0014392820885404944,0.06668386608362198,0.83928382396698,0.007757802028208971,0.07498198747634888
57,"Closed primaries, 'warped' democracy?",0.029751617461442947,0.06780435144901276,0.005054350011050701,0.0031242044642567635,0.49145153164863586,0.006343082524836063,0.396470844745636
58,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,0.7941305041313171,0.07472363114356995,0.03828412666916847,0.0011437550419941545,0.054728914052248,0.03498365357518196,0.002005459275096655
59,Donald Trump: Hillary Clinton has 'caused tremendous death',0.05048027262091637,0.0221035685390234,0.7632769346237183,0.0018049369100481272,0.060311459004879,0.08734911680221558,0.014673690311610699
60,Detroit women’s Halloween decorations depict ‘real-life horrors’ … such as shootings police by police,0.006356002762913704,0.024157695472240448,0.9127121567726135,0.0013607596047222614,0.024989662691950798,0.02143227495253086,0.008991485461592674
61,Biden makes another surprise political stop,0.0067253392189741135,0.0010359425796195865,0.002161893993616104,0.020005494356155396,0.07861747592687607,0.005786237306892872,0.885667622089386
62,"Hillary Clinton's declining favorability numbers, in context",0.02521762251853943,0.11275837570428848,0.033126410096883774,0.005970892030745745,0.6860367059707642,0.08349408209323883,0.053395941853523254
63,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,0.040974266827106476,0.01657686196267605,0.032653458416461945,0.006339708808809519,0.7357625961303711,0.027047540992498398,0.1406455785036087
64,Hillary Clinton: The criminal investigation keeps moving forward,0.06813614070415497,0.02892918698489666,0.041136886924505234,0.004521816037595272,0.7443485856056213,0.08684273064136505,0.02608472853899002
65,Rubio’s parting shot at Trump,0.4592396914958954,0.13926583528518677,0.023822959512472153,0.007022748235613108,0.14777962863445282,0.18331460654735565,0.03955455496907234
66,Loretta Lynch becomes first African-American woman AG.,0.025813426822423935,0.07454162836074829,0.0787699893116951,0.033475201576948166,0.6531184911727905,0.02148517593741417,0.11279613524675369
67,Why it's funny Republicans are upset with Facebook: Column,0.024056900292634964,0.006291112396866083,0.003388725919649005,0.22003060579299927,0.09797386825084686,0.008718615397810936,0.6395401954650879
68,FBI checking if Orlando shooter's wife knew attack plan but didn't warn police,0.008825610391795635,0.0018117226427420974,0.9295254349708557,0.0019090936984866858,0.025540389120578766,0.016757477074861526,0.015630243346095085
69,Is google and YouTube in the Hillary's purse?,0.013552484102547169,0.015309616923332214,0.008802446536719799,0.0013353456743061543,0.7151869535446167,0.01507208775728941,0.23074108362197876
70,Handicapping the Hispanic vote for 2016 GOPers,0.01124053169041872,0.008805089630186558,0.009864604100584984,0.007614418864250183,0.9230809807777405,0.00490904925391078,0.03448527306318283
71,Truth Will Out Radio: The Laconia Incident,0.017914408817887306,0.006855607498437166,0.1009722501039505,0.012174233794212341,0.5543830394744873,0.10735243558883667,0.20034801959991455
72,GOP establishment nightmare? Ted Cruz vs. Donald Trump,0.007257858756929636,0.007101359311491251,0.9290528893470764,0.0016120770014822483,0.04279709607362747,0.005427081603556871,0.00675165606662631
73,Bernie Sanders lost poor voters in South Carolina by a big margin — a problem for his political revolution,0.13062964379787445,0.0760553777217865,0.07726902514696121,0.004911296535283327,0.22722193598747253,0.46264368295669556,0.02126898802816868
74,Should I Get Botox?,0.026256876066327095,0.02147223986685276,0.3935967683792114,0.002833242528140545,0.08985920250415802,0.43817514181137085,0.027806509286165237
75,Jeb Bush Picks Up Endorsement From Lindsey Graham,0.019391009584069252,0.10167199373245239,0.0037291073240339756,0.0739913210272789,0.7729061245918274,0.012503442354500294,0.015807000920176506
76,"2016 Republican race enters a new, volatile phase",0.06041369214653969,0.02118360996246338,0.4685564935207367,0.007436029613018036,0.34510207176208496,0.01333107240498066,0.08397703617811203
77,"‘Hands up, don’t shoot’ was built on a lie",0.5263901352882385,0.08122441172599792,0.19757148623466492,0.0031309002079069614,0.16543938219547272,0.023104824125766754,0.003138932166621089
78,Lavrov and Kerry discuss Syrian settlement,0.05237729847431183,0.04311463236808777,0.06470546126365662,0.08801507949829102,0.6053211688995361,0.13140705227851868,0.015059288591146469
79,BREAKING : DOJ Says They Will “HELP” Review the 650K Emails – TruthFeed,0.09208997339010239,0.01990426704287529,0.050345759838819504,0.0043679093942046165,0.753400444984436,0.039622124284505844,0.04026952013373375
80,Bernie Sanders' call for ouster of two convention co-chairs rejected,0.699293315410614,0.02931574359536171,0.01640361174941063,0.0025130566209554672,0.0590510331094265,0.18560275435447693,0.007820532657206059
81,Five Reasons the New York Democratic Primary Felt Competitive,0.1722317636013031,0.05184024199843407,0.16399650275707245,0.013661745004355907,0.522748589515686,0.0467764213681221,0.028744814917445183
82,"To get around Congress, Obama turns to city halls",0.007951933890581131,0.01178621593862772,0.04346710070967674,0.00522799463942647,0.83289635181427,0.007386357057839632,0.09128399193286896
83,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,0.00944752711802721,0.00514228967949748,0.040053363889455795,0.10644826292991638,0.7664248943328857,0.026400145143270493,0.04608352482318878
84,John Kerry: ISIS responsible for genocide,0.2121158391237259,0.3437263071537018,0.24963578581809998,0.0020630175713449717,0.11042477190494537,0.07070006430149078,0.011334264650940895
85,Mitt Romney's Re-Invention As Anti-Poverty Warrior,0.016613122075796127,0.09710422903299332,0.034618839621543884,0.01407663431018591,0.7593872547149658,0.05128693953156471,0.02691289223730564
86,King: Fill the Supreme Court vacancy,0.044163092970848083,0.013435222208499908,0.09428763389587402,0.02905590832233429,0.7299420237541199,0.03665715828537941,0.052459005266427994
87,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",0.021080106496810913,0.031604357063770294,0.008555956184864044,0.004729689098894596,0.7811180353164673,0.11480911821126938,0.03810269385576248
88,Obama’s speech in Selma was an answer to those who question his love for America,0.07196463644504547,0.12961530685424805,0.14430385828018188,0.031413957476615906,0.531093955039978,0.005838580429553986,0.08576977252960205
89,Where Does Bernie Sanders Go From Here?,0.007693094201385975,0.0032777755986899137,0.006970206741243601,0.003062413539737463,0.8480905890464783,0.010952051728963852,0.11995381861925125
90,Exclusive: GOP campaigns plot revolt against RNC,0.2891297936439514,0.00730362581089139,0.6232079863548279,0.0040993778966367245,0.057189878076314926,0.007557878736406565,0.011511527001857758
91,Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book,0.004887463059276342,0.0037783149164170027,0.05370939522981644,0.029745183885097504,0.8065818548202515,0.010743358172476292,0.09055434167385101
92,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],0.5447620153427124,0.12139706313610077,0.12098316848278046,0.0038259471766650677,0.18221966922283173,0.02366608940064907,0.0031461105681955814
93,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",0.033057477325201035,0.009484156034886837,0.021053088828921318,0.009957529604434967,0.543646514415741,0.026654288172721863,0.35614699125289917
94,French police hunt two brothers accused of Charlie Hebdo terror attack,0.014513488858938217,0.004678265657275915,0.9729846715927124,0.0011237252037972212,0.001872532651759684,0.0031383296009153128,0.0016889872495085
95,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",0.038498781621456146,0.07572116702795029,0.0023155577946454287,0.003771691583096981,0.801205575466156,0.014407465234398842,0.06407979875802994
96,CNN: One voter can make a difference by voting repeatedly,0.00885764416307211,0.006108996924012899,0.0026783973444253206,0.009767881594598293,0.9270738959312439,0.0026305944193154573,0.0428825281560421
97,Give Social Security recipients a CEO-style raise,0.01778433844447136,0.006840893533080816,0.003821204649284482,0.06441514194011688,0.8561244010925293,0.003259296528995037,0.04775474593043327
98,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",0.8956669569015503,0.009214627556502819,0.06600949913263321,0.0013584343250840902,0.019502153620123863,0.0029181542340666056,0.005330037325620651
99,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",0.049941353499889374,0.22854459285736084,0.019160714000463486,0.00387173006311059,0.29470133781433105,0.39235642552375793,0.011423828080296516
100,How Ted Cruz Became Ted Cruz,0.02184559591114521,0.007938616909086704,0.04261881858110428,0.009433168917894363,0.7504589557647705,0.010768841952085495,0.1569359451532364
101,Newly Approved GM Potatoes Have Potential to Silence Human Genes,0.0948369950056076,0.2335273027420044,0.10588118433952332,0.00536910817027092,0.5042958855628967,0.03693534806370735,0.019154133275151253
102,Accord reached after Sanders sues the DNC over suspended access to critical voter list,0.5926336050033569,0.057691603899002075,0.009291904978454113,0.0037459933664649725,0.10176573693752289,0.2255876213312149,0.009283509105443954
103,Why the latest Patriot Act reform won’t be enough to rein in the NSA,0.07722380012273788,0.05376371368765831,0.05609646067023277,0.002428254345431924,0.6236003041267395,0.1287115514278412,0.05817584693431854
104,"FBI expands probe of Clinton emails, launches independent classification review",0.09523038566112518,0.012451624497771263,0.4170929193496704,0.009428870864212513,0.363067090511322,0.046825189143419266,0.05590393394231796
105,Where is Gary Johnson?,0.005064576398581266,0.005531487986445427,0.006878289394080639,0.0024100583977997303,0.7286170721054077,0.02381518855690956,0.22768329083919525
106,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",0.011240442283451557,0.00847188662737608,0.00522960489615798,0.05552072450518608,0.758100688457489,0.021553225815296173,0.1398833990097046
107,Nuclear weapons question,0.14003807306289673,0.08173022419214249,0.0785946175456047,0.013758056797087193,0.5781042575836182,0.040775496512651443,0.06699920445680618
108,Kevin MacDonald celebrates Trump’s Amazing Victory,0.012706305831670761,0.0015535018173977733,0.0037412731908261776,0.8005032539367676,0.06787219643592834,0.004677991848438978,0.1089455783367157
109,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",0.010777601040899754,0.002309789415448904,0.002251103287562728,0.15625962615013123,0.547317385673523,0.006237204186618328,0.2748472988605499
110,What happens if Clinton drops out?,0.045568764209747314,0.012407981790602207,0.6588070392608643,0.0027278587222099304,0.21736223995685577,0.018557917326688766,0.044568177312612534
111,Brothers ID'd as suicide bombers in Belgium,0.09819536656141281,0.08309372514486313,0.30279356241226196,0.004826000425964594,0.45701414346694946,0.033948369324207306,0.020128849893808365
112,Glorifying Violence,0.01017026137560606,0.20926980674266815,0.0061955577693879604,0.6937888264656067,0.05842132866382599,0.016028577461838722,0.006125584244728088
113,Russia may run out of patience and respond to USA's rudeness,0.22364364564418793,0.055622685700654984,0.18619076907634735,0.0020628981292247772,0.3935738503932953,0.12925277650356293,0.009653345681726933
114,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,0.13198496401309967,0.02063377946615219,0.460203617811203,0.007487065624445677,0.3152567744255066,0.052817415446043015,0.011616374365985394
115,Don't blame all immigrants for San Francisco shooting,0.6305524110794067,0.011643849313259125,0.2061304897069931,0.0021496019326150417,0.07266990095376968,0.05918917432427406,0.01766461506485939
116,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,0.4174744784832001,0.19008290767669678,0.03901824727654457,0.0022300812415778637,0.16883781552314758,0.1789284497499466,0.0034280307590961456
117,APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins,0.015508908778429031,0.004963705316185951,0.9207159280776978,0.0017098189564421773,0.04235200956463814,0.009202629327774048,0.005546976812183857
118,"Geo-Engineering Unlikely to Work, Conservation Group Says",0.0315474234521389,0.05051475390791893,0.03703213855624199,0.004828829318284988,0.6972067356109619,0.13310369849205017,0.04576636105775833
119,3 Questions Ahead Of Tonight's Democratic Debate,0.014410768635571003,0.011926896870136261,0.27382540702819824,0.00967690534889698,0.6463149189949036,0.012841040268540382,0.031004110351204872
120,Obama's terror strategy is failing: US must heed lessons of 9/11,0.0275306086987257,0.015718428418040276,0.8672085404396057,0.0010136842029169202,0.019669925794005394,0.06441175192594528,0.004447139799594879
121,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,0.28187820315361023,0.1371488720178604,0.12738120555877686,0.003538328455761075,0.3675660490989685,0.06192319840192795,0.020564140751957893
122,Selma 50 years on: John Lewis's recalls the march,0.004058957565575838,0.003106159856542945,0.02329249680042267,0.06647151708602905,0.7239071130752563,0.0251330453902483,0.15403074026107788
123,“We Were Long Overdue A Presidential Assassination Anyway”,0.03434478119015694,0.010993549600243568,0.3066119849681854,0.005626403260976076,0.5814878344535828,0.04240534454584122,0.018530063331127167
124,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",0.02059476263821125,0.004299825523048639,0.9199158549308777,0.0018043562304228544,0.0347665473818779,0.012869419530034065,0.005749114323407412
125,Third-party presidential candidates fight for 15% in polls – and a spot in debates,0.08249927312135696,0.012012206949293613,0.0050211576744914055,0.010622847825288773,0.8676337003707886,0.008690995164215565,0.013519889675080776
126,"Bush, Rubio and Kasich eye one another in the shadow of Trump",0.022394651547074318,0.031352266669273376,0.7818201184272766,0.004669297486543655,0.0835014209151268,0.07328436523675919,0.002977869939059019
127,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,0.22244489192962646,0.03575492650270462,0.5280001759529114,0.0026729486417025328,0.13902346789836884,0.06358011811971664,0.008523465134203434
128,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",0.052328288555145264,0.11382810026407242,0.014225096441805363,0.06082553416490555,0.6756675839424133,0.07621053606271744,0.006914887111634016
129,Monsieur Malbrough est Mort | New Eastern Outlook,0.011099280789494514,0.005958681460469961,0.027273958548903465,0.013231287710368633,0.8675537705421448,0.02793905884027481,0.04694397747516632
130,Conspiracy theories swirl around the death of Antonin Scalia,0.09748943150043488,0.015129616484045982,0.6329458951950073,0.004033613484352827,0.1692381501197815,0.05209474265575409,0.029068535193800926
131,"What is one more election thread, ehhh?",0.017179833725094795,0.038446612656116486,0.011949809268116951,0.0075157214887440205,0.5579869747161865,0.008904089219868183,0.3580169975757599
132,McCain: Trump doesn't understand Syria,0.11086568236351013,0.15488773584365845,0.08239835500717163,0.0017790610436350107,0.3612998425960541,0.15581072866916656,0.1329585611820221
133,Trump manager says 'undercover voters' will deliver win in US election,0.03338087350130081,0.0071425954811275005,0.04202486202120781,0.02095259353518486,0.8518173098564148,0.015593411400914192,0.02908843755722046
134,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,0.13175195455551147,0.0010922745568677783,0.8359929323196411,0.0060703507624566555,0.00986798107624054,0.006464168895035982,0.008760378696024418
135,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",0.017111852765083313,0.011547856032848358,0.014836100861430168,0.02622334286570549,0.5037838220596313,0.22673077881336212,0.19976627826690674
136,Suspect captured in ‘ambush-style’ killings of two Iowa cops,0.022875292226672173,0.5445520281791687,0.40830090641975403,0.0012262898962944746,0.012358053587377071,0.005846443120390177,0.004840926267206669
137,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,0.06679295003414154,0.007980367168784142,0.20516522228717804,0.010573191568255424,0.6384084224700928,0.019053546711802483,0.05202638730406761
138,The next president can have a big impact on climate policy — even without Congress,0.011975198052823544,0.01421886496245861,0.017032235860824585,0.00679005915299058,0.9220497012138367,0.004752065520733595,0.023181920871138573
139,Look at the SHOCKING Number of Kids Born To Illegals in 2014,0.007251258939504623,0.01346820779144764,0.02052396349608898,0.006980943027883768,0.02933644689619541,0.002145971404388547,0.9202932119369507
140,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,0.01993277110159397,0.015935242176055908,0.006531841121613979,0.004475205205380917,0.8444346785545349,0.043606530874967575,0.06508383899927139
141,Justice Department Staffers Monitor Polls on Election Day,0.01966628059744835,0.0074241878464818,0.028387198224663734,0.004725820384919643,0.8925086259841919,0.009887265041470528,0.03740062564611435
142,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,0.5343186259269714,0.1658473014831543,0.011036240495741367,0.00180665438529104,0.1933620274066925,0.053439825773239136,0.04018936678767204
143,Poll: 71 percent of Dems think Clinton should keep running even if indicted,0.026749076321721077,0.04457699880003929,0.009742283262312412,0.011760002002120018,0.8360511660575867,0.05229642242193222,0.018824057653546333
144,Trumped!,0.8067430853843689,0.05216808617115021,0.010539849288761616,0.011429518461227417,0.04310104623436928,0.013407695107161999,0.06261064857244492
145,Is the Iran deal unraveling? Think again. | Institution,0.1578076034784317,0.032294418662786484,0.4571644961833954,0.0022507852409034967,0.11353612691164017,0.0705282911658287,0.16641837358474731
146,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,0.2738296389579773,0.06969505548477173,0.14273716509342194,0.011423511430621147,0.3746492862701416,0.08057486265897751,0.04709044471383095
147,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",0.021152537316083908,0.006247436627745628,0.0013965936377644539,0.2884005010128021,0.6428584456443787,0.014196297153830528,0.025748182088136673
148,The FBI intervenes in the 2016 election,0.06557679176330566,0.017201514914631844,0.5137233734130859,0.012079249136149883,0.315650999546051,0.05000699684023857,0.025761093944311142
