,headline,anger,disgust,fear,joy,neutral,sadness,surprise
14,"Trump takes on Cruz, but lightly",0.04868413135409355,0.08514904230833054,0.006717316340655088,0.011566768400371075,0.8262015581130981,0.015423749573528767,0.006257389206439257
15,How women lead differently,0.009762006811797619,0.007615350186824799,0.005609605927020311,0.0033223864156752825,0.926910936832428,0.008187498897314072,0.038592346012592316
16,Shocking! Michele Obama & Hillary Caught Glamorizing Date Rape Promoters,0.023752067238092422,0.8354642987251282,0.08333224803209305,0.0011937612434849143,0.008102710358798504,0.01001651119440794,0.038138497620821
17,Hillary Clinton in HUGE Trouble After America Noticed SICK Thing Hidden in this Picture... * LIBERTY WRITERS NEWS,0.013399501331150532,0.02924974262714386,0.7490091919898987,0.0034073074348270893,0.1122543066740036,0.07433807104825974,0.018341779708862305
18,What's in that Iran bill that Obama doesn't like?,0.045066799968481064,0.1428496539592743,0.013028708286583424,0.002651927759870887,0.6733803153038025,0.0168150682002306,0.10620751231908798
19,The 1 chart that explains everything you need to know about partisanship in America,0.012031417340040207,0.003915065433830023,0.005366659257560968,0.0153135284781456,0.9172201156616211,0.0022253701463341713,0.04392777383327484
20,The slippery slope to Trump’s proposed ban on Muslims,0.009143727831542492,0.01807038113474846,0.906348705291748,0.002937597455456853,0.048515547066926956,0.0062794676050543785,0.008704510517418385
21,Episode #160 – SUNDAY WIRE: ‘Hail to the Deplorables’ with special guest Randy J,0.004923786967992783,0.0036194545682519674,0.0010691906791180372,0.6386387348175049,0.16721653938293457,0.11633387207984924,0.06819845736026764
22,Hillary Clinton Makes A Bipartisan Appeal on Staten Island,0.008936426602303982,0.011780659668147564,0.011336402036249638,0.09492244571447372,0.8117902874946594,0.011121037416160107,0.05011269077658653
23,New Senate majority leader’s main goal for GOP: Don’t be scary,0.0023657933343201876,0.0019341027364134789,0.960090160369873,0.0019334028474986553,0.025317374616861343,0.002819205168634653,0.005539884325116873
24,‘Inferno’ and the Overpopulation Myth,0.1386827975511551,0.1301349550485611,0.26015913486480713,0.0024971487000584602,0.3973747491836548,0.026617879047989845,0.044533345848321915
25,Anti-Trump forces seek last-ditch delegate revolt,0.5887625217437744,0.006239374168217182,0.2902683615684509,0.00413369620218873,0.09481727331876755,0.009587761014699936,0.006191043183207512
26,Sanders Trounces Clinton in W. Va. -- But Will It Make a Difference?,0.030981246381998062,0.060757555067539215,0.11383549124002457,0.0026662866584956646,0.4837075471878052,0.2818821668624878,0.026169605553150177
27,Donald Trump Is Changing His Campaign Slogan to Prove He’s Not Racist,0.055719044059515,0.1026332899928093,0.020831013098359108,0.002076467964798212,0.7949506640434265,0.010367531329393387,0.013422003947198391
28,Pure chaos: Donald Trump’s campaign management offers a glimpse into his governing style (spoiler alert: it’s terrible),0.029117397964000702,0.6688541173934937,0.25750136375427246,0.0012664719251915812,0.01978873461484909,0.014553473331034184,0.00891844928264618
29,"Syrian War Report – November 1, 2016: Syrian Military Deploys Advanced T-90 Battle Tanks to Aleppo",0.02497917413711548,0.01225901860743761,0.037519339472055435,0.03023909032344818,0.6732867956161499,0.03419118747115135,0.18752539157867432
30,GOP insiders: Carly crushed it,0.6632997989654541,0.20407651364803314,0.007452684920281172,0.0024454607628285885,0.07258982211351395,0.029200833290815353,0.02093489095568657
31,Jeffrey Sewell et al. : Metabiology face to face with Artificial Intelligence [VIDEO],0.03391324356198311,0.022303789854049683,0.23998142778873444,0.022058840841054916,0.5146564245223999,0.01539792213588953,0.1516883671283722
32,Why It’s Necessary To Relax Into A Stretch,0.009382862597703934,0.01780168153345585,0.01702817901968956,0.23082634806632996,0.654535174369812,0.054588545113801956,0.01583721488714218
33,"Brexit Encourages UK to Trade With Non-EU States, Including Russia",0.041105762124061584,0.14756643772125244,0.2503911256790161,0.015550239942967892,0.4671483337879181,0.07071684300899506,0.007521291263401508
34,"2016 interview with Socrates: Another day of Life in the Empire! Are we near an endgame, or fools to ever ‘hope for change’? (6 of ?)",0.02155572548508644,0.01120381522923708,0.022533273324370384,0.025166915729641914,0.7546977996826172,0.008885188028216362,0.15595725178718567
35,Mike Pence Drapes Shawl Over Immodest Lady Justice Statue - The Onion - America's Finest News Source,0.024869538843631744,0.2889949679374695,0.011032389476895332,0.11442704498767853,0.4752771854400635,0.03237353637814522,0.0530252605676651
36,First Ever Hindu Woman Elected into Congress,0.035745877772569656,0.15566913783550262,0.14989832043647766,0.19034118950366974,0.31974130868911743,0.015718471258878708,0.13288567960262299
37,Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!,0.22528359293937683,0.6417202949523926,0.008869651705026627,0.027630502358078957,0.05379079282283783,0.017007969319820404,0.025697192177176476
38,Ex-Assistant FBI Director: Clintons Are a Crime Family,0.3049517273902893,0.12369479238986969,0.38577747344970703,0.0020515371579676867,0.09429720044136047,0.08028057217597961,0.008946694433689117
39,Hillary Wants Aggressively Interventionist Foreign Policy,0.5079989433288574,0.12037887424230576,0.07229763269424438,0.003562539117410779,0.2710813879966736,0.01674506813287735,0.007935605943202972
40,Both parties want to craft populist messages for 2016,0.008516966365277767,0.006764379795640707,0.0026092592161148787,0.00625345204025507,0.9609347581863403,0.005566360894590616,0.009354802779853344
41,First Take: Wall Street bids goodbye to June hike,0.009616238996386528,0.02275770902633667,0.036762990057468414,0.011382082477211952,0.32102498412132263,0.57559734582901,0.02285863272845745
42,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,0.02231956273317337,0.005353083834052086,0.015314508229494095,0.06941830366849899,0.39549893140792847,0.013593282550573349,0.4785022735595703
43,Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists,0.4656227231025696,0.32682374119758606,0.09639991819858551,0.004970790818333626,0.08698903024196625,0.017475353553891182,0.0017184786265715957
44,"With 3:20 a.m. tweet storm Saturday, Clinton continues to mock Trump’s Friday ‘meltdown’",0.14688582718372345,0.02351687289774418,0.6924646496772766,0.005208283197134733,0.08773239701986313,0.02720530703663826,0.01698659360408783
45,220 ‘Significant’ Pipeline Spills Already This Year Exposes Troubling Safety Record,0.03450118750333786,0.051444318145513535,0.7088398337364197,0.002107710111886263,0.12468579411506653,0.06317819654941559,0.015242988243699074
46,Obama makes the right call to tough it out in Afghanistan,0.021636907011270523,0.012146787717938423,0.0073602087795734406,0.010753199458122253,0.9347288608551025,0.00858660601079464,0.004787490703165531
47,Senate race rankings: Dems attack as GOP lays swing-state groundwork,0.6432487964630127,0.01869949884712696,0.27337881922721863,0.002399719087406993,0.04247140511870384,0.010386351495981216,0.009415363892912865
48,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,0.02797195315361023,0.0047474149614572525,0.1340307742357254,0.0030703735537827015,0.012715418823063374,0.003612007712945342,0.8138520121574402
49,Pieczenik “Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House” – TruthFeed,0.10966138541698456,0.009979956783354282,0.6514464616775513,0.00720527907833457,0.18967750668525696,0.008425319567322731,0.02360409125685692
50,American politics has reached peak polarization,0.048331405967473984,0.07004743814468384,0.03369571641087532,0.003595076035708189,0.7045321464538574,0.11377699673175812,0.026021232828497887
51,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),0.6102874875068665,0.11589817702770233,0.018682532012462616,0.005518951453268528,0.23746541142463684,0.00269463867880404,0.009452727623283863
52,"3 Effects of Substance Abuse on Individual, Family and Community",0.03722360357642174,0.3613053560256958,0.06888646632432938,0.0038849005941301584,0.2399696558713913,0.27716606855392456,0.011563930660486221
53,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,0.032991621643304825,0.009078240022063255,0.001942313276231289,0.1849256008863449,0.6863754391670227,0.009782915003597736,0.0749039500951767
54,New Comment Features have been Added,0.006652838084846735,0.002985654165968299,0.0011866437271237373,0.026931818574666977,0.899542510509491,0.005850194487720728,0.056850459426641464
55,World's newspapers react to 'Hebdo' attack,0.34608808159828186,0.03492412716150284,0.49056217074394226,0.003147441428154707,0.0563230998814106,0.023825522512197495,0.045129626989364624
56,Ying and Yang (the Gold and Silver Set-Up),0.007011733949184418,0.0028415401466190815,0.001439281040802598,0.06668372452259064,0.8392839431762695,0.007757796440273523,0.0749819353222847
57,"Closed primaries, 'warped' democracy?",0.029751624912023544,0.06780437380075455,0.005054348614066839,0.003124203300103545,0.4914509057998657,0.0063430811278522015,0.3964715003967285
58,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,0.7941297888755798,0.07472377270460129,0.03828441724181175,0.0011437555076554418,0.054729051887989044,0.034983761608600616,0.0020054650958627462
59,Donald Trump: Hillary Clinton has 'caused tremendous death',0.0504801981151104,0.02210356295108795,0.7632768750190735,0.0018049367936328053,0.06031143665313721,0.0873493030667305,0.01467371266335249
60,Detroit women’s Halloween decorations depict ‘real-life horrors’ … such as shootings police by police,0.006355989724397659,0.024157699197530746,0.9127120971679688,0.0013607586733996868,0.024989699944853783,0.021432295441627502,0.008991480804979801
61,Biden makes another surprise political stop,0.006725323852151632,0.0010359416482970119,0.0021618930622935295,0.020005494356155396,0.07861743867397308,0.00578622380271554,0.885667622089386
62,"Hillary Clinton's declining favorability numbers, in context",0.02521766535937786,0.11275862157344818,0.03312654048204422,0.005970923230051994,0.6860362887382507,0.08349418640136719,0.05339581519365311
63,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,0.040974292904138565,0.01657687872648239,0.0326535627245903,0.006339700892567635,0.7357625961303711,0.02704746462404728,0.14064542949199677
64,Hillary Clinton: The criminal investigation keeps moving forward,0.06813514232635498,0.0289288479834795,0.04113665595650673,0.004521836061030626,0.7443508505821228,0.08684191107749939,0.026084717363119125
65,Rubio’s parting shot at Trump,0.45924049615859985,0.13926616311073303,0.023822899907827377,0.0070227207615971565,0.1477794647216797,0.18331396579742432,0.03955436870455742
66,Loretta Lynch becomes first African-American woman AG.,0.025813458487391472,0.07454167306423187,0.07877004891633987,0.03347507491707802,0.6531186699867249,0.02148520015180111,0.11279592663049698
67,Why it's funny Republicans are upset with Facebook: Column,0.024056896567344666,0.006291091442108154,0.0033887226600199938,0.22002945840358734,0.09797384589910507,0.008718590252101421,0.6395413875579834
68,FBI checking if Orlando shooter's wife knew attack plan but didn't warn police,0.008825642988085747,0.0018117333529517055,0.9295251965522766,0.001909096958115697,0.025540539994835854,0.016757553443312645,0.01563025452196598
69,Is google and YouTube in the Hillary's purse?,0.013552483171224594,0.015309623442590237,0.008802448399364948,0.0013353460235521197,0.715187132358551,0.015072106383740902,0.23074086010456085
70,Handicapping the Hispanic vote for 2016 GOPers,0.011240506544709206,0.00880507193505764,0.009864605031907558,0.007614427246153355,0.9230810403823853,0.004909042734652758,0.03448530659079552
71,Truth Will Out Radio: The Laconia Incident,0.017914460971951485,0.006855639163404703,0.10097210109233856,0.012174169532954693,0.5543835163116455,0.10735226422548294,0.20034776628017426
72,GOP establishment nightmare? Ted Cruz vs. Donald Trump,0.007257852237671614,0.007101353723555803,0.929053008556366,0.0016120747895911336,0.042797017842531204,0.005427076946943998,0.006751652806997299
73,Bernie Sanders lost poor voters in South Carolina by a big margin — a problem for his political revolution,0.130629763007164,0.07605578005313873,0.07726895064115524,0.004911279305815697,0.22722168266773224,0.4626436233520508,0.021268952637910843
74,Should I Get Botox?,0.026256870478391647,0.021472299471497536,0.3935978412628174,0.0028332474175840616,0.08985941857099533,0.4381738007068634,0.027806539088487625
75,Jeb Bush Picks Up Endorsement From Lindsey Graham,0.019390996545553207,0.10167211294174194,0.00372910313308239,0.07399100810289383,0.7729063034057617,0.01250341534614563,0.01580699346959591
76,"2016 Republican race enters a new, volatile phase",0.06041359901428223,0.021183600649237633,0.4685567021369934,0.007436036132276058,0.3451020121574402,0.013331093825399876,0.08397694677114487
77,"‘Hands up, don’t shoot’ was built on a lie",0.526390790939331,0.0812247171998024,0.19757026433944702,0.003130893688648939,0.16543971002101898,0.023104792460799217,0.0031389326322823763
78,Lavrov and Kerry discuss Syrian settlement,0.05237729474902153,0.04311467334628105,0.06470556557178497,0.08801528066396713,0.605320930480957,0.1314069777727127,0.015059285797178745
79,BREAKING : DOJ Says They Will “HELP” Review the 650K Emails – TruthFeed,0.09208967536687851,0.019904229789972305,0.05034580081701279,0.004367903806269169,0.7534009218215942,0.039621930569410324,0.040269508957862854
80,Bernie Sanders' call for ouster of two convention co-chairs rejected,0.6992936730384827,0.02931579202413559,0.01640363223850727,0.0025130552239716053,0.059051092714071274,0.18560223281383514,0.007820532657206059
81,Five Reasons the New York Democratic Primary Felt Competitive,0.1722317487001419,0.051840171217918396,0.16399617493152618,0.013661619275808334,0.5227490663528442,0.04677649587392807,0.02874472737312317
82,"To get around Congress, Obama turns to city halls",0.00795191153883934,0.011786184273660183,0.04346694052219391,0.005227985791862011,0.8328968286514282,0.007386343088001013,0.09128383547067642
83,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,0.009447510354220867,0.005142293404787779,0.040053561329841614,0.10644720494747162,0.7664260864257812,0.026400074362754822,0.046083297580480576
84,John Kerry: ISIS responsible for genocide,0.21211521327495575,0.34372666478157043,0.24963660538196564,0.0020630150102078915,0.11042450368404388,0.0706997662782669,0.011334247887134552
85,Mitt Romney's Re-Invention As Anti-Poverty Warrior,0.01661309041082859,0.09710398316383362,0.03461885079741478,0.01407652534544468,0.7593879699707031,0.05128684267401695,0.02691277489066124
86,King: Fill the Supreme Court vacancy,0.04416308179497719,0.01343523245304823,0.09428786486387253,0.029055923223495483,0.7299417853355408,0.03665713593363762,0.05245890095829964
87,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",0.02108003944158554,0.03160424157977104,0.008555928245186806,0.00472968490794301,0.7811189293861389,0.11480853706598282,0.0381026528775692
88,Obama’s speech in Selma was an answer to those who question his love for America,0.07196478545665741,0.12961545586585999,0.1443030834197998,0.03141389414668083,0.5310946106910706,0.0058385757729411125,0.08576957136392593
89,Where Does Bernie Sanders Go From Here?,0.00769311236217618,0.0032777804881334305,0.0069702197797596455,0.003062412142753601,0.8480901122093201,0.010952046141028404,0.11995416134595871
90,Exclusive: GOP campaigns plot revolt against RNC,0.289129376411438,0.007303606253117323,0.6232086420059204,0.004099374637007713,0.05718957632780075,0.007557866629213095,0.011511490680277348
91,Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book,0.004887461196631193,0.0037783097941428423,0.05370934680104256,0.029744952917099,0.8065823316574097,0.010743322782218456,0.09055417776107788
92,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],0.5447617769241333,0.12139780819416046,0.12098300457000732,0.003825942287221551,0.18221928179264069,0.023666085675358772,0.0031461049802601337
93,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",0.033057354390621185,0.00948413647711277,0.021053116768598557,0.009957513771951199,0.5436465740203857,0.02665424719452858,0.3561471104621887
94,French police hunt two brothers accused of Charlie Hebdo terror attack,0.014513536356389523,0.004678280092775822,0.9729846119880676,0.0011237250873818994,0.0018725430127233267,0.0031383351888507605,0.001688988646492362
95,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",0.03849855810403824,0.07572073489427567,0.0023155587259680033,0.0037716918159276247,0.8012059330940247,0.014407465234398842,0.06407999992370605
96,CNN: One voter can make a difference by voting repeatedly,0.008857634849846363,0.006108996924012899,0.002678398508578539,0.009767839685082436,0.9270738959312439,0.0026305944193154573,0.042882610112428665
97,Give Social Security recipients a CEO-style raise,0.017784342169761658,0.006840903777629137,0.0038212030194699764,0.06441479176282883,0.8561248183250427,0.003259290475398302,0.04775458574295044
98,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",0.8956669569015503,0.009214632213115692,0.06600949913263321,0.0013584364205598831,0.019502175971865654,0.0029181528370827436,0.005330032203346491
99,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",0.04994147643446922,0.22854532301425934,0.019160684198141098,0.0038717191200703382,0.2947012782096863,0.39235571026802063,0.0114238066598773
100,How Ted Cruz Became Ted Cruz,0.02184557355940342,0.00793861597776413,0.042618803679943085,0.009433153085410595,0.7504591941833496,0.010768829844892025,0.15693581104278564
101,Newly Approved GM Potatoes Have Potential to Silence Human Genes,0.09483689069747925,0.2335273176431656,0.10588087886571884,0.00536911329254508,0.5042963624000549,0.03693529590964317,0.019154142588377
102,Accord reached after Sanders sues the DNC over suspended access to critical voter list,0.5926325917243958,0.05769173800945282,0.009291928261518478,0.0037460082676261663,0.10176609456539154,0.22558806836605072,0.009283545427024364
103,Why the latest Patriot Act reform won’t be enough to rein in the NSA,0.07722371816635132,0.0537637360394001,0.05609644576907158,0.002428248291835189,0.6236005425453186,0.12871138751506805,0.058175962418317795
104,"FBI expands probe of Clinton emails, launches independent classification review",0.09523046016693115,0.012451664544641972,0.417092889547348,0.009428869932889938,0.3630669116973877,0.046825259923934937,0.05590385943651199
105,Where is Gary Johnson?,0.005064582917839289,0.0055314842611551285,0.006878294516354799,0.0024100581649690866,0.7286162972450256,0.023815184831619263,0.22768408060073853
106,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",0.0112404590472579,0.008471899665892124,0.005229622591286898,0.05552072077989578,0.7581003904342651,0.021553251892328262,0.13988372683525085
107,Nuclear weapons question,0.14003828167915344,0.08173021674156189,0.07859481126070023,0.013758004643023014,0.5781041383743286,0.04077541455626488,0.066999152302742
108,Kevin MacDonald celebrates Trump’s Amazing Victory,0.012706325389444828,0.0015535028651356697,0.0037412703968584538,0.8005023002624512,0.06787256896495819,0.004677990917116404,0.10894588381052017
109,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",0.01077759638428688,0.002309789415448904,0.002251101192086935,0.15625940263271332,0.547317385673523,0.0062371958047151566,0.27484744787216187
110,What happens if Clinton drops out?,0.04556877911090851,0.012407978996634483,0.6588067412376404,0.0027278561610728502,0.2173624336719513,0.018557947129011154,0.0445682518184185
111,Brothers ID'd as suicide bombers in Belgium,0.09819547086954117,0.08309365808963776,0.302794873714447,0.004825990181416273,0.45701301097869873,0.03394826874136925,0.020128799602389336
112,Glorifying Violence,0.010170242749154568,0.2092694342136383,0.006195572204887867,0.6937891244888306,0.05842134356498718,0.016028599813580513,0.006125589832663536
113,Russia may run out of patience and respond to USA's rudeness,0.2236427217721939,0.055622730404138565,0.18619082868099213,0.002062898827716708,0.3935750722885132,0.1292523592710495,0.009653350338339806
114,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,0.13198506832122803,0.020633934065699577,0.46020397543907166,0.007487049791961908,0.3152560591697693,0.05281756818294525,0.011616351082921028
115,Don't blame all immigrants for San Francisco shooting,0.6305515766143799,0.011643859557807446,0.20613126456737518,0.002149599138647318,0.07267000526189804,0.05918911099433899,0.0176645889878273
116,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,0.4174739122390747,0.19008325040340424,0.039018239825963974,0.002230080310255289,0.16883805394172668,0.178928405046463,0.003428032621741295
117,APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins,0.015508920885622501,0.004963681101799011,0.9207162261009216,0.0017098162788897753,0.04235183820128441,0.009202579967677593,0.005546971689909697
118,"Geo-Engineering Unlikely to Work, Conservation Group Says",0.031547363847494125,0.05051465705037117,0.03703207150101662,0.0048288218677043915,0.6972079873085022,0.133102685213089,0.0457664430141449
119,3 Questions Ahead Of Tonight's Democratic Debate,0.014410814270377159,0.011926911771297455,0.27382466197013855,0.009676886722445488,0.6463155746459961,0.012841064482927322,0.031004130840301514
120,Obama's terror strategy is failing: US must heed lessons of 9/11,0.027530595660209656,0.015718428418040276,0.8672085404396057,0.0010136818746104836,0.019669869914650917,0.0644117146730423,0.00444713793694973
121,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,0.28187718987464905,0.13714873790740967,0.12738126516342163,0.0035383354406803846,0.36756691336631775,0.061923298984766006,0.02056419849395752
122,Selma 50 years on: John Lewis's recalls the march,0.004058956168591976,0.003106161719188094,0.023292550817131996,0.06647118180990219,0.7239075303077698,0.025133006274700165,0.15403060615062714
123,“We Were Long Overdue A Presidential Assassination Anyway”,0.03434485197067261,0.010993564501404762,0.30661094188690186,0.0056264023296535015,0.581488847732544,0.042405251413583755,0.018530091270804405
124,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",0.020594798028469086,0.004299835301935673,0.9199158549308777,0.0018043554155156016,0.034766603261232376,0.012869401834905148,0.0057490975596010685
125,Third-party presidential candidates fight for 15% in polls – and a spot in debates,0.08249890804290771,0.012012191116809845,0.005021160002797842,0.010622818022966385,0.8676341772079468,0.008690961636602879,0.013519884087145329
126,"Bush, Rubio and Kasich eye one another in the shadow of Trump",0.022394690662622452,0.031352341175079346,0.7818196415901184,0.004669292829930782,0.08350170403718948,0.07328446209430695,0.0029778750613331795
127,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,0.222444087266922,0.03575478121638298,0.5280017256736755,0.0026729372330009937,0.13902314007282257,0.06357990950345993,0.008523437194526196
128,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",0.052328526973724365,0.11382899433374405,0.014225113205611706,0.060825273394584656,0.6756668090820312,0.07621043175458908,0.006914875470101833
129,Monsieur Malbrough est Mort | New Eastern Outlook,0.011099353432655334,0.00595871452242136,0.02727421000599861,0.013231261633336544,0.8675532341003418,0.027939114719629288,0.046944115310907364
130,Conspiracy theories swirl around the death of Antonin Scalia,0.09748893976211548,0.015129590407013893,0.6329463124275208,0.0040336125530302525,0.16923834383487701,0.052094634622335434,0.02906852215528488
131,"What is one more election thread, ehhh?",0.017179803922772408,0.038446519523859024,0.011949798092246056,0.007515700999647379,0.5579873919487,0.008904078975319862,0.3580167293548584
132,McCain: Trump doesn't understand Syria,0.11086582392454147,0.15488797426223755,0.08239827305078506,0.0017790590645745397,0.3612997829914093,0.15581026673316956,0.13295887410640717
133,Trump manager says 'undercover voters' will deliver win in US election,0.03338088467717171,0.007142588030546904,0.04202496260404587,0.020952660590410233,0.8518171310424805,0.015593334101140499,0.029088445007801056
134,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,0.13175171613693237,0.0010922756046056747,0.8359929919242859,0.006070365197956562,0.009867995977401733,0.006464175879955292,0.008760400116443634
135,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",0.01711188070476055,0.011547866277396679,0.014836226589977741,0.026223134249448776,0.5037848353385925,0.2267303615808487,0.19976569712162018
136,Suspect captured in ‘ambush-style’ killings of two Iowa cops,0.022875264286994934,0.5445530414581299,0.40829998254776,0.0012262864038348198,0.01235801912844181,0.005846434272825718,0.004840916488319635
137,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,0.066792793571949,0.007980389520525932,0.205164834856987,0.010573175735771656,0.6384089589118958,0.019053548574447632,0.052026357501745224
138,The next president can have a big impact on climate policy — even without Congress,0.011975186876952648,0.01421886496245861,0.017032276839017868,0.00679003307595849,0.9220497012138367,0.004752070177346468,0.023181965574622154
139,Look at the SHOCKING Number of Kids Born To Illegals in 2014,0.007251257076859474,0.013468210585415363,0.02052398771047592,0.00698096165433526,0.02933657169342041,0.0021459718700498343,0.9202930331230164
140,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,0.01993274874985218,0.01593525893986225,0.006531836930662394,0.00447519775480032,0.8444348573684692,0.043606434017419815,0.06508374214172363
141,Justice Department Staffers Monitor Polls on Election Day,0.019666265696287155,0.007424195297062397,0.028387151658535004,0.0047258115373551846,0.8925086259841919,0.009887265041470528,0.03740059584379196
142,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,0.534318208694458,0.16584768891334534,0.011036223731935024,0.0018066574120894074,0.19336208701133728,0.053439706563949585,0.040189340710639954
143,Poll: 71 percent of Dems think Clinton should keep running even if indicted,0.026748932898044586,0.044576894491910934,0.009742234833538532,0.01175996195524931,0.8360518217086792,0.05229611322283745,0.018824055790901184
144,Trumped!,0.8067431449890137,0.052167948335409164,0.010539844632148743,0.011429513804614544,0.043101049959659576,0.013407713733613491,0.06261073052883148
145,Is the Iran deal unraveling? Think again. | Institution,0.15780764818191528,0.0322943739593029,0.45716479420661926,0.0022507812827825546,0.11353594064712524,0.0705282911658287,0.16641810536384583
146,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,0.2738305330276489,0.06969526410102844,0.14273744821548462,0.011423456482589245,0.3746480643749237,0.08057481050491333,0.04709037020802498
147,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",0.021152542904019356,0.006247440818697214,0.0013965924736112356,0.2883991301059723,0.6428598165512085,0.014196292497217655,0.025748156011104584
148,The FBI intervenes in the 2016 election,0.06557682901620865,0.017201567068696022,0.5137225389480591,0.012079262174665928,0.31565168499946594,0.05000697821378708,0.02576112560927868
